BS,CellName,load,ESMode1,ESMode2,ESMode3,ESMode5,ESMode6,Year_x,Month,Day,Hour,Minute_x,Energy,RUType,Mode,Frequency,Bandwidth,Antennas,TXpower
B_77,Cell0,0.774234043,0.0,0.0,0.0,0.0,0.0,2023,1,3,23,0,81.61434978,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.759819149,0.0,0.0,0.0,0.0,0.0,2023,1,4,0,0,74.28998505499999,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.705478723,0.0,0.0,0.0,0.0,0.0,2023,1,4,1,0,66.96562033,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.389574468,0.0,0.0,0.0,0.0,0.0,2023,1,4,2,0,60.38863976,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.200744681,0.0,0.0,0.0,0.0,0.0,2023,1,4,3,0,53.81165919,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.11637234,0.0,0.0,0.0,0.0,0.0,2023,1,4,4,0,52.46636771,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.108180851,0.0,0.0,0.0,0.0,0.0,2023,1,4,6,0,56.95067265,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.196265957,0.0,0.0,0.0,0.0,0.0,2023,1,4,7,0,61.210762335,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.381074468,0.0,0.0,0.0,0.0,0.0,2023,1,4,8,0,65.47085202,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.347957447,0.0,0.0,0.0,0.0,0.0,2023,1,4,9,0,74.14050822,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.55712766,0.0,0.0,0.0,0.0,0.0,2023,1,4,10,0,77.72795217,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.606031915,0.0,0.0,0.0,0.0,0.0,2023,1,4,11,0,79.52167413999999,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.670840426,0.0,0.0,0.0,0.0,0.0,2023,1,4,12,0,81.31539611,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.703659574,0.0,0.0,0.0,0.0,0.0,2023,1,4,13,0,78.02690583,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.59256383,0.0,0.0,0.0,0.0,0.0,2023,1,4,14,0,78.27603388333334,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.52456383,0.0,0.0,0.0,0.0,0.0,2023,1,4,15,0,78.52516193666666,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.594053191,0.0,0.0,0.0,0.0,0.0,2023,1,4,16,0,78.77428999,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.60287234,0.0,0.0,0.0,0.0,0.0,2023,1,4,17,0,81.01644245,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.58356383,0.0,0.0,0.0,0.0,0.0,2023,1,4,19,0,80.41853513,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.715553191,0.0,0.0,0.0,0.0,0.0,2023,1,4,20,0,84.30493274,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.741297872,0.0,0.0,0.0,0.0,0.0,2023,1,4,21,0,79.22272048,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.694882979,0.0,0.0,0.0,0.0,0.0,2023,1,4,22,0,86.5470852,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.859212766,0.0,0.0,0.0,0.0,0.0,2023,1,4,23,0,86.84603886,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.592031915,0.0,0.0,0.0,0.0,0.0,2023,1,5,1,0,78.02690582666666,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.463851064,0.0,0.0,0.0,0.0,0.0,2023,1,5,2,0,69.20777279333333,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.249617021,0.0,0.0,0.0,0.0,0.0,2023,1,5,3,0,60.38863976,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.26712766,0.0,0.0,0.0,0.0,0.0,2023,1,5,4,0,61.73393124,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.309553191,0.0,0.0,0.0,0.0,0.0,2023,1,5,5,0,57.24962631,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.184531915,0.0,0.0,0.0,0.0,0.0,2023,1,5,6,0,59.79073244,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.247808511,0.0,0.0,0.0,0.0,0.0,2023,1,5,7,0,70.25411061,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.467638298,0.0,0.0,0.0,0.0,0.0,2023,1,5,8,0,73.84155456,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.552010638,0.0,0.0,0.0,0.0,0.0,2023,1,5,9,0,73.39312407,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.428531915,0.0,0.0,0.0,0.0,0.0,2023,1,5,11,0,72.79521674,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.495946809,0.0,0.0,0.0,0.0,0.0,2023,1,5,12,0,73.84155456,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.592521277,0.0,0.0,0.0,0.0,0.0,2023,1,5,14,0,73.0941704,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.533489362,0.0,0.0,0.0,0.0,0.0,2023,1,5,15,0,75.4857997,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.641244681,0.0,0.0,0.0,0.0,0.0,2023,1,5,16,0,77.877429,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.633553191,0.0,0.0,0.0,0.0,0.0,2023,1,5,17,0,72.19730942,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.484595745,0.0,0.0,0.0,0.0,0.0,2023,1,5,18,0,78.92376682,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.590510638,0.0,0.0,0.0,0.0,0.0,2023,1,5,19,0,77.42899851,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.5955,0.0,0.0,0.0,0.0,0.0,2023,1,5,20,0,77.57847534,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.572414894,0.0,0.0,0.0,0.0,0.0,2023,1,5,21,0,79.37219731,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.644787234,0.0,0.0,0.0,0.0,0.0,2023,1,5,22,0,84.45440957,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.698606383,0.0,0.0,0.0,0.0,0.0,2023,1,6,0,0,76.23318386,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.432191489,0.0,0.0,0.0,0.0,0.0,2023,1,6,1,0,68.01195815,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.436468085,0.0,0.0,0.0,0.0,0.0,2023,1,6,2,0,62.25710015,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.300478723,0.0,0.0,0.0,0.0,0.0,2023,1,6,3,0,56.50224215,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.166968085,0.0,0.0,0.0,0.0,0.0,2023,1,6,4,0,53.21375187,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.11637234,0.0,0.0,0.0,0.0,0.0,2023,1,6,5,0,57.84753363,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.212468085,0.0,0.0,0.0,0.0,0.0,2023,1,6,6,0,58.14648729,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.228031915,0.0,0.0,0.0,0.0,0.0,2023,1,6,7,0,69.35724963,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.469925532,0.0,0.0,0.0,0.0,0.0,2023,1,6,8,0,76.08370703,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.627,0.0,0.0,0.0,0.0,0.0,2023,1,6,9,0,74.43946188,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.55812766,0.0,0.0,0.0,0.0,0.0,2023,1,6,10,0,75.63527653,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.586095745,0.0,0.0,0.0,0.0,0.0,2023,1,6,11,0,77.27952167,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.579670213,0.0,0.0,0.0,0.0,0.0,2023,1,6,12,0,82.51121076,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.690255319,0.0,0.0,0.0,0.0,0.0,2023,1,6,13,0,83.40807175,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.671989362,0.0,0.0,0.0,0.0,0.0,2023,1,6,14,0,79.52167414,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.597553191,0.0,0.0,0.0,0.0,0.0,2023,1,6,15,0,76.23318386,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.609042553,0.0,0.0,0.0,0.0,0.0,2023,1,6,16,0,77.57847534,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.590787234,0.0,0.0,0.0,0.0,0.0,2023,1,6,18,0,77.877429,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.628351064,0.0,0.0,0.0,0.0,0.0,2023,1,6,19,0,77.13004484,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.598648936,0.0,0.0,0.0,0.0,0.0,2023,1,6,20,0,76.606875935,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.482808511,0.0,0.0,0.0,0.0,0.0,2023,1,6,21,0,76.08370703,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.622680851,0.0,0.0,0.0,0.0,0.0,2023,1,6,22,0,80.71748879,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.727393617,0.0,0.0,0.0,0.0,0.0,2023,1,6,23,0,79.52167414,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.129404255,0.0,0.0,0.0,0.0,0.0,2023,1,7,5,0,57.84753363,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.556159574,0.0,0.0,0.0,0.0,0.0,2023,1,7,14,0,73.24364723,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_77,Cell0,0.672989362,0.0,0.0,0.0,0.0,0.0,2023,1,7,23,0,76.53213752,Type1,Mode2,0.2540035274224343,1.0,0.047619047619047616,0.49922619935161183
B_78,Cell0,0.00913,1.0,1.0,0.0,0.0,0.0,2023,1,1,1,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00887,1.0,1.0,0.0,0.0,0.0,2023,1,1,2,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0088,1.0,1.0,0.0,0.0,0.0,2023,1,1,3,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00866,1.0,0.999722222,0.0,0.0,0.0,2023,1,1,4,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00866,0.983333333,0.983611111,0.0,0.0,0.0,2023,1,1,5,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0088,1.0,1.0,0.0,0.0,0.0,2023,1,1,6,0,11.36023916,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00974,0.001388889,0.001111111,0.0,0.0,0.0,2023,1,1,7,0,11.65919283,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01051,0.0,0.0,0.0,0.0,0.0,2023,1,1,8,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01136,0.0,0.0,0.0,0.0,0.0,2023,1,1,9,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01806,0.0,0.0,0.0,0.0,0.0,2023,1,1,10,0,11.65919283,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01158,0.0,0.0,0.0,0.0,0.0,2023,1,1,11,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01173,0.0,0.0,0.0,0.0,0.0,2023,1,1,12,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01303,0.0,0.0,0.0,0.0,0.0,2023,1,1,13,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01486,0.0,0.0,0.0,0.0,0.0,2023,1,1,14,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01212,0.0,0.0,0.0,0.0,0.0,2023,1,1,15,0,11.883408075,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01306,0.0,0.0,0.0,0.0,0.0,2023,1,1,16,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01316,0.0,0.0,0.0,0.0,0.0,2023,1,1,17,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01171,0.0,0.0,0.0,0.0,0.0,2023,1,1,18,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01699,0.0,0.0,0.0,0.0,0.0,2023,1,1,19,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01146,0.0,0.0,0.0,0.0,0.0,2023,1,1,20,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0107,0.0,0.0,0.0,0.0,0.0,2023,1,1,21,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01027,0.0,0.0,0.0,0.0,0.0,2023,1,1,22,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01236,0.0,0.0,0.0,0.0,0.0,2023,1,1,23,0,8.071748879,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00952,0.997222222,0.996944444,0.0,0.0,0.0,2023,1,2,0,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00913,1.0,0.999722222,0.0,0.0,0.0,2023,1,2,1,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00887,1.0,1.0,0.0,0.0,0.0,2023,1,2,2,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00879,1.0,1.0,0.0,0.0,0.0,2023,1,2,3,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0087,1.0,1.0,0.0,0.0,0.0,2023,1,2,4,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00867,1.0,1.0,0.0,0.0,0.0,2023,1,2,5,0,7.772795217,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0088,1.0,0.999722222,0.0,0.0,0.0,2023,1,2,6,0,11.36023916,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00945,0.0,0.000277778,0.0,0.0,0.0,2023,1,2,7,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01069,0.0,0.0,0.0,0.0,0.0,2023,1,2,8,0,11.883408075,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01164,0.0,0.0,0.0,0.0,0.0,2023,1,2,9,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01836,0.0,0.0,0.0,0.0,0.0,2023,1,2,10,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01311,0.0,0.0,0.0,0.0,0.0,2023,1,2,11,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01183,0.0,0.0,0.0,0.0,0.0,2023,1,2,12,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0116,0.0,0.0,0.0,0.0,0.0,2023,1,2,13,0,11.883408075,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01175,0.0,0.0,0.0,0.0,0.0,2023,1,2,14,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01158,0.0,0.0,0.0,0.0,0.0,2023,1,2,15,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0116,0.0,0.0,0.0,0.0,0.0,2023,1,2,16,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01252,0.0,0.0,0.0,0.0,0.0,2023,1,2,17,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01179,0.0,0.0,0.0,0.0,0.0,2023,1,2,18,0,11.95814649,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01197,0.0,0.0,0.0,0.0,0.0,2023,1,2,19,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01184,0.0,0.0,0.0,0.0,0.0,2023,1,2,20,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01123,0.0,0.0,0.0,0.0,0.0,2023,1,2,21,0,11.65919283,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0111,0.0,0.0,0.0,0.0,0.0,2023,1,2,22,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01027,0.0,0.0,0.0,0.0,0.0,2023,1,2,23,0,8.071748879,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00971,0.981944444,0.981111111,0.0,0.0,0.0,2023,1,3,0,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00924,1.0,1.0,0.0,0.0,0.0,2023,1,3,1,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00891,1.0,1.0,0.0,0.0,0.0,2023,1,3,2,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0088,1.0,1.0,0.0,0.0,0.0,2023,1,3,3,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00872,1.0,1.0,0.0,0.0,0.0,2023,1,3,4,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00868,1.0,0.999722222,0.0,0.0,0.0,2023,1,3,5,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00876,1.0,1.0,0.0,0.0,0.0,2023,1,3,6,0,11.36023916,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01043,0.0,0.000555556,0.0,0.0,0.0,2023,1,3,7,0,11.50971599,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00969,0.0,0.0,0.0,0.0,0.0,2023,1,3,8,0,11.65919283,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01035,0.0,0.0,0.0,0.0,0.0,2023,1,3,9,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.011,0.0,0.0,0.0,0.0,0.0,2023,1,3,10,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0111,0.0,0.0,0.0,0.0,0.0,2023,1,3,11,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0112,0.0,0.0,0.0,0.0,0.0,2023,1,3,12,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01117,0.0,0.0,0.0,0.0,0.0,2023,1,3,13,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01211,0.0,0.0,0.0,0.0,0.0,2023,1,3,14,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01121,0.0,0.0,0.0,0.0,0.0,2023,1,3,15,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01141,0.0,0.0,0.0,0.0,0.0,2023,1,3,16,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01111,0.0,0.0,0.0,0.0,0.0,2023,1,3,17,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01162,0.0,0.0,0.0,0.0,0.0,2023,1,3,18,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01202,0.0,0.0,0.0,0.0,0.0,2023,1,3,19,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0117,0.0,0.0,0.0,0.0,0.0,2023,1,3,20,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01308,0.0,0.0,0.0,0.0,0.0,2023,1,3,21,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01562,0.0,0.0,0.0,0.0,0.0,2023,1,3,22,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01108,0.0,0.0,0.0,0.0,0.0,2023,1,3,23,0,7.922272048,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00989,0.983333333,0.9825,0.0,0.0,0.0,2023,1,4,0,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00927,0.998611111,0.999722222,0.0,0.0,0.0,2023,1,4,1,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00893,1.0,1.0,0.0,0.0,0.0,2023,1,4,2,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00881,0.998611111,0.999722222,0.0,0.0,0.0,2023,1,4,3,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.0087,1.0,1.0,0.0,0.0,0.0,2023,1,4,4,0,7.623318386,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00874,1.0,1.0,0.0,0.0,0.0,2023,1,4,6,0,11.36023916,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00891,0.0,0.000833333,0.0,0.0,0.0,2023,1,4,7,0,11.65919283,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00934,0.0,0.0,0.0,0.0,0.0,2023,1,4,8,0,11.65919283,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.00986,0.0,0.0,0.0,0.0,0.0,2023,1,4,9,0,11.65919283,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01082,0.0,0.0,0.0,0.0,0.0,2023,1,4,10,0,11.733931245,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01108,0.0,0.0,0.0,0.0,0.0,2023,1,4,11,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01083,0.0,0.0,0.0,0.0,0.0,2023,1,4,12,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01098,0.0,0.0,0.0,0.0,0.0,2023,1,4,13,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01072,0.0,0.0,0.0,0.0,0.0,2023,1,4,14,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01133,0.0,0.0,0.0,0.0,0.0,2023,1,4,15,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
B_78,Cell0,0.01146,0.0,0.0,0.0,0.0,0.0,2023,1,4,16,0,11.80866966,Type4,Mode2,0.4565755860640128,1.0,0.0,0.49922619935161183
